complaint_id,product,sub_product,issue,sub_issue,state,company,date_received,complaint_what_happened,escalated,labeler_notes
8667146,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,FL,Experian Information Solutions Inc.,2024-04-01T10:53:39.000Z,"This serves as an effort to rectify inaccurate information present in my credit report as published by your company. Following a credit denial attributed to the dissemination of inaccurate details, I wish to formally communicate that I did not provide authorization or instructions for the inclusion of these specific transactions in my consumer report. 
I am formally requesting the blocking and deletion of these accounts. It is crucial to emphasize that this request is not erroneous and is not grounded in any material misrepresentation concerning the necessity to block these transactions.",,
6787721,Debt collection,Payday loan debt,Communication tactics,Frequent or repeated calls,CA,"MARINER FINANCE, LLC",2023-04-03T18:52:19.000Z,"I am filing a complaint against Mariner Finance due to the practices of the company. Dealing with Mariner Finance I requested multiple times to not contact me until after XXXX Monday - Friday due to the circumstances of my employment. Not only has Mariner Finance violated my rights it was as if I never requested for them to not call me between the hours of XXXX - XXXX. 
Due to their violation, I requested {$1000.00} per violation. I am backing up my claim under Fair Debt Collection Practices Act : 15 U.S.C 16929C ( A ) ( 1 ) which states at any unusual time or place or a time or place or which should be known to be inconvenient to the consumer. In absence of knowledge of circumstances to the contrary ; a debt collector shall assume that the convenient time for communicating with a consumer.

Marnier Finance has constantly contacted me at numerous inconvenience times which could have led to other consequences at my employment, as a result they have violated my rights plenty of times but here are the most accurate times they have contacted : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX this was after I asked them not to contact me until after XXXX pm XX/XX/2023 XXXX am XX/XX/2023 XXXX pm XX/XX/2023 XXXX pm As you can see through the complaint, Marine has violated my rights which make it to where the company is responsible for {$1000.00} each violated. 
If you have questions, you can email me at XXXX or contact me at XXXX Thank you, XXXX XXXX",,
7618962,Debt collection,Telecommunications debt,Written notification about debt,Didn't receive enough information to verify debt,IL,"Southwest Credit Systems, L.P.",2023-10-02T02:41:56.000Z,,,
20840492,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,FL,NCB Management Services Inc.,2026-04-01T10:50:16.000Z,"I previously disputed this account and requested full debt validation and method of verification. The account was removed, but it has now been reinserted into my credit report without proper notice. 

Under the Fair Credit Reporting Act, any reinsertion of a previously deleted account requires notification within 5 days, including the source of verification. I did not receive any such notice. 

Additionally, the company failed to provide adequate validation of the debt despite my request. Despite this, they continue to report and attempt to collect on this account. 

This constitutes inaccurate reporting, failure to validate the debt, and unlawful reinsertion.",,
20829407,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,FL,Resurgent Capital Services L.P.,2026-04-01T00:08:41.000Z,,,
6783766,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,MS,"Portfolio Recovery Associates, LLC",2023-04-01T19:18:11.000Z,"I have obtained my credit report and found accounts Ive never opened, and addresses I never resided, inquiries I never made and also different variations to my name. I also found this account that I believe is not mine : Acct name : PORTFOLIO RECOVERY XXXX XXXX XXXX XXXX XXXX XXXX XXXX  I am not liable for this debt and I do not have a contract with : Company : PORTFOLIO RECOVERY Ive filed multiple disputes. Filed a complaint with the XXXX. Ive attached Police report & also letters Ive sent PORTFOLIO RECOVERY. I also plan to consult with an attorney about this matter. Please delete this account from my credit report at once. I need a response from this company",,
8663582,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,TX,"EQUIFAX, INC.",2024-04-01T03:49:34.000Z,,,
20833942,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,NV,Viking Client Services,2026-04-01T03:10:24.000Z,"I rented and returned a car from XXXX XXXX on XX/XX/year>. On XX/XX/year>, I received a bill for {$600.00} for alleged damage. I am filing this formal complaint against XXXX and Viking Client Services regarding an alleged rental damage claim in the amount of {$600.00}, which I dispute in its entirety. 
Despite multiple written disputes sent via certified mail, neither party has provided competent, verifiable evidence establishing that I am liable for the alleged damage. Instead, I continue to receive collection communications and settlement offers, which appear to be based on an unsubstantiated and speculative claim. 
To date, I have not been provided with the following critical documentation necessary to validate this debt : Evidence that damage occurred during my rental period. 
Proof that I caused the alleged damage. 
A properly completed and contemporaneous Vehicle Incident Report.

Timestamped photographs taken at the time of vehicle return.

A renter statement or accident/incident report Chain-of-custody documentation showing the condition of the vehicle before and after subsequent rentals.

Proof of actual repair and proof of payment for such repair.

The only document provided a Vehicle Incident Report completed two days after the vehicle was returned is insufficient, lacks key identifying details, and does not establish liability.

Additionally, the continued attempt to negotiate a reduced settlement amount further calls into question the legitimacy and evidentiary support of this claim.

Under the Fair Debt Collection Practices Act ( FDCPA ), I have formally disputed this debt. Continuing collection activity without providing meaningful validation raises serious concerns regarding compliance with federal law, including but not limited to : Failure to conduct a reasonable investigation Misrepresentation of character and validity of the alleged debt.

Continued collection efforts on a disputed account without adequate substantiation.",,
6383988,Debt collection,Other debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,AR,T.S. Holdings,2023-01-01T12:30:01.000Z,,,
11343966,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,NC,Kikoff Inc.,2025-01-01T19:32:38.000Z,"I have submitted a second written request to XXXX, disputing the following unverified accounts on my credit report : XXXX XXXX : Account # XXXXXXXX XXXX XXXX Accounts # XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX  : Account # XXXXXXXX XXXX  : Account # XXXX In my initial dispute, XXXX indicated these items were verified as accurate. However, I have not received any original documentation bearing my signature, as required under Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ) of the Fair Credit Reporting Act ( FCRA ). Per Section 611 ( 5 ) ( A ), information that can not be verified must be promptly deleted.

I",,
8671096,Debt collection,Rental debt,Attempts to collect debt not owed,Debt was paid,CA,T.S. Holdings,2024-04-01T22:25:09.000Z,,,
11341684,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,TX,TRANSWORLD SYSTEMS INC,2025-01-02T00:46:31.000Z,,,
12752894,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened to sue you for very old debt,CA,CAPITAL ONE FINANCIAL CORPORATION,2025-04-01T03:48:25.000Z,"i have XXXX chargeoffs for cc XXXX  and capital one, did 4 months with a third party company to help remove from credit.",,
11345298,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Sued you without properly notifying you of lawsuit,NY,"CITIBANK, N.A.",2025-01-01T13:20:08.000Z,,,
16298137,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,NY,"CAINE & WEINER COMPANY, INC.",2025-10-01T12:39:45.000Z,,,
8090586,Debt collection,Auto debt,Written notification about debt,Didn't receive enough information to verify debt,AZ," Lippman Recupero, LLC",2024-01-02T15:35:41.000Z,"On XX/XX/XXXX  XXXX XXXX XXXX of LIPPMAN RECUPERO , LLC, XXXX  Entity ID : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX by way of approved actions by himself and/or his employees, contacted me using US mail XXXX The solicitation was missing the required disclaimer per the Domestic Mail Manuel codified in 39 USC 3001 & 3005. The solicitation came without my prior direct consent nor authorized by court order ; further violating the FDCPA [ 15 usc 1692c ]. The solicitation made claims that I owed them an alleged debt ; violation of FDCPA [ 15 USC 1692b ]. These are means of unfair practices to attempt to collect an alleged debt as we have no valid contract/agreement. My privacy rights have been violated. The creation of an account in my name without my prior approval nor consent constitutes identity theft and XXXX XXXX evidence of conspiring to violate the XXXX XXXX XXXX. This type of action attempted to create false belief in me that I am indebted to LIPPMAN RECUPERO , LLC ; its also addressed in Presidential Executive Order 13903 human Trafficking. Pursuant to www.state.gov website, U.S. & International Law describe this compelled service using a number of different terms, including INVOLUNTARY SERVITUDE, DEBT BONDAGE, or FORCED labor. Human Trafficking can include, BUT DOES NOT REQUIRE, movement. Traffickers profit at the expense of their victims by compelling them to perform labor. XXXX XXXX XXXX on behalf of LIPPMAN RECUPERO , LLC has acted in Bad Faith with Unclean Hands in hopes of unjust enrichment by my demise. On XX/XX/XXXX  my wife spoke with XXXX, which he confirmed that XXXX, XXXX has my Full XXXX & XXXX. 
He asked if we wanted to make payment arrangements, she told him no. She asked him to place a Cease & Desist on my account as well, he replied by stating He has placed a DO NOT CALL on the file. I filed an FTC complaint addressing the identify theft being committed by XXXX XXXX XXXX firm creating an account in their books without my consent nor by way of a valid agreement between us as well as addressing them having my information ; being my FULL social security number, Date of Birth, Address and if LIPPMAN RECUPERO , LLC has my bank statements, my shopping habits, location of where I shop, etc; which is ALL nonpublic personal information according to the XXXX XXXX XXXX. LIPPMAN RECUPERO , LLC knowingly participated and conspired to fraudulently collect on my extension of credit ; this is a violation under Title 18 894.",,
8087366,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,CA,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-01-02T03:25:26.000Z,"I hope this letter finds you well. I am writing to bring to your attention a matter concerning my credit report. I recently obtained a copy of my credit report and noticed that there are late payments listed on my account. After reviewing the details, I have come to the realization that these late payments are inaccuracies and do not reflect my actual payment history. 

I understand the importance of an accurate credit report and how it affects my overall creditworthiness. I am writing to formally request the immediate removal of these late payments from my credit report. I believe this action is necessary to ensure the accuracy of my credit history and to maintain a fair representation of my financial responsibility. 

XXXX XXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX XXXX customer service representative. 

XXXX XXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX XXXX customer service representative. 

I would like to highlight that these late payments are not a result of negligence on my part, but rather a mistake or error in reporting. I have consistently been diligent in making timely payments, and these late payments do not align with my financial behavior. 
XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX customer service representative XXXX 

I understand the importance of staying informed about my financial transactions and responsibilities. However, it appears that due to the minimal balance in my account, statements were not generated or sent to me during the specified period. 

I would like to request your assistance in providing me with the missing statements for the mentioned period. Understanding the details of my account activity is crucial for me to manage my finances responsibly. If there are any fees associated with the generation or retrieval of these statements, please inform me in advance. 
I trust this letter finds you well. I am writing to you with regards to my recent discovery of late payments reported on my credit file, specifically related to my account with XXXX XXXX XXXX XXXX Upon reviewing my credit report, I noticed that late payments were recorded during a specific period, and I believe these were a result of a unique circumstance. 

XXXX XXXX XXXX XXXX XXXX Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX customer service representative XXXX 

I would like to provide context for these late payments. During the mentioned period, I did not receive my regular account statements from XXXX XXXX XXXX XXXX After investigating the matter, I learned that the lack of statements was attributed to a very small balance in my account during that specific time frame. 

I fully understand the importance of maintaining a positive credit history, and I take responsibility for any oversights in managing my account. However, the late payments occurred due to circumstances beyond my control, namely the absence of statements that would have alerted me to any outstanding balances. 

I trust this letter finds you well. I am writing to inform you of a recent resolution with my bank, XXXX XXXX XXXX, regarding an internal issue that has affected the reporting of my account status. I would like to request your assistance in updating my credit report accordingly. 
XXXXXXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX customer service representative. 

I recently discovered that there was an internal issue within XXXX XXXX XXXX that led to an incorrect reporting of my account status on my credit report. Despite my consistent and timely payments, the report currently reflects inaccuracies that may have negatively impacted my credit score. 

After addressing this matter with XXXX XXXX XXXX, I am pleased to report that they have acknowledged the internal issue and have agreed to update my account status to reflect that it has always been open and never late. I kindly request that you update my credit report accordingly to accurately reflect the positive standing of my account. 

Enclosed with this letter, you will find supporting documentation from XXXX XXXX XXXX, confirming their acknowledgment of the internal issue and their commitment to rectifying the reporting inaccuracies. 
XXXXXXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX customer service representative. 

I would like to provide clarification regarding the status of my account during a specific period. Due to unforeseen financial challenges, I entered into a forbearance agreement with XXXX XXXX XXXX to temporarily suspend payments on my account. I am pleased to inform you that XXXXXXXX XXXX XXXX and I reached a mutual agreement during this forbearance period, wherein it was agreed that there would be no negative reporting to credit bureaus. 

I kindly request that you update my credit report to accurately reflect the agreed-upon terms during the forbearance period. There should be no indication of negative activity or any reporting that could adversely affect my credit score for that specific timeframe. 

Enclosed with this letter, please find documentation from XXXXXXXX XXXX XXXX  confirming the forbearance agreement and the commitment not to report any negativity during this period. 

I understand the importance of maintaining an accurate credit report, and I appreciate your prompt attention to this matter. Your cooperation in updating my credit report will ensure that my credit history accurately represents the terms agreed upon during the forbearance period. 
I trust this letter finds you well. I am writing to bring to your attention a recent resolution regarding an internal issue with my bank, XXXXXXXX XXXX XXXX that has affected the reporting of my account status on my credit report. I kindly request your assistance in updating this information to accurately reflect the true status of my account. 

XXXXXXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXXXXXX XXXX XXXXXXXX customer service representative XXXX 

Upon careful review of my credit report, I noticed discrepancies in the reporting of my account status. I would like to provide clarification on this matter. Due to an internal issue within XXXXXXXX XXXX XXXXXXXX, my account status was inaccurately reported, suggesting that it was not open or that payments were late. 

After addressing this matter with XXXX XXXX XXXXXXXX, I am pleased to report that they have acknowledged the internal issue and have agreed to update my account status to reflect that it has always been open and never late. I kindly request that you update my credit report accordingly to accurately reflect the positive standing of my account. 

Enclosed with this letter, you will find supporting documentation from XXXXXXXX XXXX XXXX, confirming their acknowledgment of the internal issue and their commitment to rectifying the reporting inaccuracies. 

I understand the importance of maintaining an accurate credit report, and I appreciate your prompt attention to this matter. Your cooperation in updating my credit report will ensure that my credit history is a true representation of my financial responsibility. 

I kindly request that you notify me in writing once the necessary corrections have been made to my credit report. If you require any additional information, please do not hesitate to contact me. 

Thank you for your understanding and assistance in resolving this matter.",,
16280303,Debt collection,Auto debt,Written notification about debt,Didn't receive enough information to verify debt,TN,TOYOTA MOTOR CREDIT CORPORATION,2025-10-01T00:11:30.000Z,"Toyota Financial Services must produce the allonge affixed to the original note as well as it's account. Also name the member officer that provided the alleged loan in question? Since Toyota Financial Services alleged that a loan is owed, does that mean that someone sold an original note containing a wet ink signature in which Toyota Financial Services made claims alleging that the original note contained my wet ink signature in question?",,
12762674,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,NC,"Portfolio Recovery Associates, LLC",2025-04-01T14:38:38.000Z,,,
9400648,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,NC,"ONLINE Information Services, Inc.",2024-07-01T15:48:23.000Z,"I don't recall having a contractual relationship with this collection company. Please give proof that this account belongs on my credit report and that my rights have not been infringed upon ; otherwise, terminate this account immediately. In compliance to 15 U.S. Code 1692e ( 6 ) Debt collectors are legally obligated to adhere to 15 U.S. Code 1692e ( 6 ), which forbids them from providing false information or insinuating inaccuracies about the nature, amount, or legal standing of a debt. It is against the law to make deceptive statements or misrepresentations concerning the debt being pursued for collection.",,
6382370,Debt collection,Auto debt,Attempts to collect debt not owed,Debt is not yours,FL,"EQUIFAX, INC.",2023-01-01T02:06:35.000Z,On XXXX Equifax responded to complaint # XXXX and advised that the disputed item XXXX XXXX XXXX is no longer being reported on my consumer report. Can you please advise the date that the account was removed from my consumer report?,,
7622295,Debt collection,Medical debt,False statements or representation,Attempted to collect wrong amount,IL,"W&A Intermediate Co., LLC",2023-10-02T14:26:03.000Z,"Wakefield Collection # XXXX XXXX. XXXX XXXX XXXX XXXX XXXX XXXX call numbers XXXX and XXXX. Per the provider, dates of service XX/XX/XXXX and XX/XX/XXXX. My dad died XX/XX/XXXX. I'm the executor. I received a collection notice from Wakefield Collection Company on XX/XX/XXXX. I called them on XX/XX/XXXX to get information on the medical provider with date of service, detail on charges and proof of insurance billed and paid as I needed this to pay the amounts as executor. They said I had to file a dispute with them to get the information. I did the same day and I proceeded to send XXXX emails, multiple disputes and phone calls. I received bill copies from them on XX/XX/XXXX ( with a letter from them dated XX/XX/XXXX ) and the amounts and insurance didn't make sense. I now had the medical provider information so I called them. Wakefield had the wrong date of service on their bill, they showed XX/XX/XXXX, and wrong dollar amounts. Provider is going to send me correct bills so I can review and pay, they said it will take 7 days from today XX/XX/XXXX. I notified Wakefield but I'm filing this complaint against them for harassment and improper billing.",,
10311559,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,IL,Experian Information Solutions Inc.,2024-10-01T13:54:48.000Z,,,
11344935,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,IN,ENCORE CAPITAL GROUP INC.,2025-01-01T15:18:54.000Z,"Midland called me about an account I didn't recognize. They had me review charges and the address matched that of one of my relatives. I brought that relative on the phone with me who admitted to opening the account. Midland still claims what I'm saying is false. They claim my address was on the account, but I noticed it wasn't when they had me review it on the phone. I recently found out they got my address from pulling my credit report, not from the fraud account. I filed a police report and FTC report. I attempted to update the police report to add said relative, but they told me I'd have to have a detective assigned to it and talk to them about it. I did update it on my FTC report. I called the bank that had the fraudulent account and was told it was under investigation. I called the credit bureaus, and I no longer see it on my credit report. I asked the woman on the Midland phone if there is a way to upload or fax my documents since I don't have transportation or money to send by mail. She refused to give me any way to dispute it.",,
12754265,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,FL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2025-04-01T15:28:29.000Z,,,
7618901,Debt collection,Other debt,False statements or representation,Attempted to collect wrong amount,PA,TRANSWORLD SYSTEMS INC,2023-10-02T00:14:05.000Z,"I recievd a letter stating that I owe more than XXXX XXXX XXXX XXXX XXXX XXXX, yet i have an XXXX from my homestate of PA. I have been overcharged constantly as the XXXX company is given the ability to withdraw money from my account whenever they want. I had tried to settle the situation with a representative and was told that if I paid money the day we were on the phone, the remaining balance would have been fulfilled",,
7635175,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,TX,ENCORE CAPITAL GROUP INC.,2023-10-03T14:56:19.000Z,"I entered into a settlement agreement with XXXX XXXX  XXXX XXXX Credit Card in XX/XX/2020 for {$4400.00}. The payment was processed the first week of XX/XX/. I then received a letter stating that the account was paid off as agreed and the account was closed. Then earlier this year I was contacted by Midland Credit Management collection agency saying that I owed them for the unpaid XXXX account. I disputed it and sent them proof that it was paid, but they are refusing to close the case. They have called repeatedly and sent a letter threatening legal action for a debt that was paid 3 years ago.",,
10305892,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,LA,ENCORE CAPITAL GROUP INC.,2024-10-01T07:20:36.000Z,,,
20833746,Debt collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,NC,Experian Information Solutions Inc.,2026-04-01T03:20:49.000Z,,,
7623794,Debt collection,Auto debt,Written notification about debt,Didn't receive enough information to verify debt,OH,"Levy & Associates, LLC",2023-10-02T21:10:27.000Z,,,
8090670,Debt collection,Telecommunications debt,Attempts to collect debt not owed,Debt is not yours,TX,"Diversified Adjustment Service, Inc.",2024-01-02T14:54:30.000Z,"I received a bill from XXXX in XX/XX/2023. It indicated that my account was delinquent. This was the first and only bill that I ever received from XXXX. I immediately called XXXX and reported it as fraudulent. XXXX launched a fraud investigation into the account. I called back after the 10-business day waiting period for the investigation to be completed. XXXX informed me that they had determined that the account was indeed fraudulent and as such, they would remove the account. They assured me that the account was no longer associated with me and that there was no further action needed. I called back 5 business days later to verify that the account was no longer associated with me. XXXX stated that they would no longer discuss the account with me as it was not my account, based on the fraud investigation, for privacy reasons. In addition, I reported this instance with the FTC as identity theft. This, however, turned out not to be the case as the account was sent to collections. I have disputed the collections with all three credit bureaus. XXXX has closed my dispute after their investigation indicating the information is correct. I am seeking relief from this hardship.",,
14397552,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Sued you without properly notifying you of lawsuit,IN,JPMORGAN CHASE & CO.,2025-07-01T04:14:35.000Z,In XXXX of this year they came to my moms house which I do not ive at and left a note from fed x for ne to pick uo at the post office. They had my address the account got closed in 2022 ans they just now a few weeks ago put something on my door taped so it couldve been someone elses apartment for all to read and take off my door. Now they wan na sue 3 years later,,
8667462,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,AL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-04-01T08:14:10.000Z,"Upon reviewing my credit report, I have identified inaccurate accounts that need reporting and correction through your company.",,
14393935,Debt collection,Rental debt,Attempts to collect debt not owed,Debt was paid,GA,Central Portfolio Control Inc.,2025-07-01T13:39:23.000Z,,,
7619977,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,CA,Torriere Holdings INC,2023-10-02T21:19:05.000Z,"I am writing the CFPB to inform you of the improprieties conducted on behalf of Spire Recovery Solutions. Spire Recovery Solutions has no Proof of Authority, written consent, or court order that gives them permission to report anything about XXXX XXXX XXXX publicly. The FDCPA Fair Debt Collection Practices Act was put in place to protect consumers from such trespasses. XXXX XXXX is in direct violation of my right to privacy as pursuant to the Bill of Rights. Spire Recovery Solutions is Defaming my name and character to the public and is also in violation of the US Constitution. These discriminatory transactions that are being reported are impacting my ability to attain goods like buying a home for my personal, family, or household needs. My intent is to seek remedy in Federal Court",,
6393585,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,CA,V and H Portfolio,2023-01-03T12:12:01.000Z,,,
6392493,Debt collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,IL,"Torres Credit Services, Inc.",2023-01-03T18:35:39.000Z,"I just received my credit report and noticed these unauthorized items that's wasn't suppose to be on my credit profile. this has been very frustrating after recovering from XXXX. and now I'm trying to get a car and can't get approved because of it. 

in accordance with the fair Credit Reporting act XXXX Account # XXXX has violated my rights. 

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A. Section 2 : it also states a consumer reporting agency can not furnish a account without my written instructions.",,
10311700,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,NC,Kikoff Inc.,2024-10-01T14:03:07.000Z,,,
20838835,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,CA,"CCS Financial Services, Inc.",2026-04-01T08:56:21.000Z,"A collection account is currently listed on my credit report without proper verification. I exercised my rights under the Fair Debt Collection Practices Act ( FDCPA ) by requesting validation of the alleged debt ; however, the creditor or collection agency has not provided any credible documentation proving that the debt is mine, that the balance is accurate, or that they are legally authorized XXXX  collect it. 
Despite the absence of proper validation, this account continues XXXX  be reported on my credit file. This constitutes a violation of the Fair Credit Reporting Act ( FCRA ), which mandates that all reported information must be accurate XXXX  verifiable. Reporting a debt that has not been validated is XXXX  misleading XXXX  incorrect.",,
7197642,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,CA,CL Holdings LLC,2023-07-04T04:20:51.000Z,"I got my cell phone connection with XXXX ( Account # XXXX ) in XX/XX/2019. As part of the deal I was supposed to get a {$150.00} gift card, which I never received. I closed the account in XX/XX/2019. I was retroactively billed for {$150.00} gift card. I reached out to XXXX, who assured that they will investigate. I explained them that if investigation concludes that I never received/used the initial {$150.00} gift card, then they can cancel off the charges. Instead I was told, if that's the case they can not cancel the charges since the rewards department and billing department are separate.Instead, I would be issued a new {$150.00} gift card by the rewards department, I can then call the billing department and use the new {$150.00} gift card to pay back the outstanding bill. They never returned back to me with the results from their investigation. Instead, they keep reaching out to different debt collectors ( 4 different debt collection agencies so far ) and continue to harass me to pay for the gift card. They have also got these charges listed on my credit report/credit history. I have tried to get this issue investigated through XXXX, XXXX and XXXX  but XXXX keeps changing debt collector agencies ( most recent one being Jefferson.",,
20846733,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,NJ,First Credit Services Inc.,2026-04-01T14:59:10.000Z,,,
8671555,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,FL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-04-01T21:04:23.000Z,"This serves as an effort to rectify inaccurate information present in my credit report as published by your company. Following a credit denial attributed to the dissemination of inaccurate details, I wish to formally communicate that I did not provide authorization or instructions for the inclusion of these specific transactions in my consumer report. 
I am formally requesting the blocking and deletion of these accounts. 
It is crucial to emphasize that this request is not erroneous and is not grounded in any material misrepresentation concerning the necessity to block these transactions. The following are the accounts that I wish to remove from my credit report :",,
8671142,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,NY,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-04-01T22:17:26.000Z,"This serves as an effort to rectify inaccurate information present in my credit report as published by your company. Following a credit denial attributed to the dissemination of inaccurate details, I wish to formally communicate that I did not provide authorization or instructions for the inclusion of these specific transactions in my consumer report. 
I am formally requesting the blocking and deletion of these accounts. 
It is crucial to emphasize that this request is not erroneous and is not grounded in any material misrepresentation concerning the necessity to block these transactions. The following are the accounts that I wish to remove from my credit report :",,
11343884,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,FL,"Ability Recovery Services, LLC",2025-01-01T19:51:25.000Z,,,
8088187,Debt collection,Other debt,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,NY,"Frontline Asset Strategies, LLC",2024-01-01T21:52:15.000Z,"on XX/XX/24 i received a letter stating i owed a debt to XXXX. it was from frontline asset strategies , LLC. they mentioned the amount i owed XXXX, which was {$900.00}. This is an incorrect amount, as i do owe XXXX money but, it was about XXXX dollars i had left to pay for an installment and another XXXX for a watch i had with XXXX. As for why I left XXXX with this bill? Lets just say I stood longer than anyone in my position with this company would have stayed. They made a very big mistake on my account and admitted they made one but still stuck me with a big bill I wasnt liable for. Its a long story i wont go into here. but frontline is claiming i owe XXXX dollars but didnt give me a breakdown of my bill. Then they said they can garnish 90 PERCENT of my earnings over 90 days if they get a judgement against me in court. This is illegal in XXXX where i live as they are only allowed to take 25 % MAXIMUM. If im wrong please someone tell me because this is making me angry as XXXX is still harassing me for this. Im going to sue frontline if they try this on me.",,
12748167,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,TN,"CITIBANK, N.A.",2025-04-01T00:38:38.000Z,,,
16258896,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,TX,GOLDMAN SACHS BANK USA,2025-10-01T05:24:21.000Z,,,
6384953,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,FL,"Franklin Collection Service, Inc.",2023-01-01T19:55:52.000Z,"This debt collection Agency Franklin Collection Sv is trying to collect {$260.00} from me. They have never validated the debt with me. They are illegally trying to furnish debt that i do not owe. i do not owe XXXX {$260.00}. I have mailed them a letter requesting that they show proof of a copy of the original contract that i signed, a copy of the payment history, name and address of the original creditor and proof of collection authorization. they can not furnish anything on my credit report without validating any debt with me nor without providing the above information. i will be seeking legal action",,
12766161,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,NY,GOLDMAN SACHS BANK USA,2025-04-01T10:42:47.000Z,"These accounts are showing on my credit report, these are not my account APPLE CARD/GS BANK USA XXXXXXXX XXXX XXXX XXXX HOME DEPOTXXXX {$2000.00} XXXX XXXX were opened fraudulent in my name.",,
18399069,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,TX,"Kriya Capital, LLC",2026-01-01T02:25:46.000Z,,,
7184701,Debt collection,Other debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,MD,"AmerAssist A/R Solutions, Inc.",2023-07-02T01:55:53.000Z,,,
